"","category","gene"
"shared.bmpegf.colon231","shared.bmpegf.colon","ILDR1"
"shared.bmpegf.colon232","shared.bmpegf.colon","IMPAD1"
"shared.bmpegf.colon233","shared.bmpegf.colon","INPP5F"
"shared.bmpegf.colon234","shared.bmpegf.colon","IPO11,IPO11-LRRC70,LRRC70"
"shared.bmpegf.colon235","shared.bmpegf.colon","IPO5"
"shared.bmpegf.colon236","shared.bmpegf.colon","IPO5P1"
"shared.bmpegf.colon237","shared.bmpegf.colon","IPO7"
"shared.bmpegf.colon238","shared.bmpegf.colon","IQGAP1"
"shared.bmpegf.colon239","shared.bmpegf.colon","ITGAV"
"shared.bmpegf.colon240","shared.bmpegf.colon","ITGB1"
"shared.bmpegf.colon241","shared.bmpegf.colon","ITM2A"
"shared.bmpegf.colon242","shared.bmpegf.colon","ITPRIPL2"
"shared.bmpegf.colon243","shared.bmpegf.colon","JAG1"
"shared.bmpegf.colon244","shared.bmpegf.colon","JPH1"
"shared.bmpegf.colon245","shared.bmpegf.colon","KBTBD6"
"shared.bmpegf.colon246","shared.bmpegf.colon","KCNJ2"
"shared.bmpegf.colon247","shared.bmpegf.colon","KCNN4"
"shared.bmpegf.colon248","shared.bmpegf.colon","KCNRG,TRIM13"
"shared.bmpegf.colon249","shared.bmpegf.colon","KCTD10"
"shared.bmpegf.colon250","shared.bmpegf.colon","KCTD20"
"shared.bmpegf.colon251","shared.bmpegf.colon","KDM5B"
"shared.bmpegf.colon252","shared.bmpegf.colon","KIAA0226L"
"shared.bmpegf.colon253","shared.bmpegf.colon","KIAA0232"
"shared.bmpegf.colon254","shared.bmpegf.colon","KIAA0513"
"shared.bmpegf.colon255","shared.bmpegf.colon","KIAA1143"
"shared.bmpegf.colon256","shared.bmpegf.colon","KIAA1429"
"shared.bmpegf.colon257","shared.bmpegf.colon","KIAA1715"
"shared.bmpegf.colon258","shared.bmpegf.colon","KLHL15"
"shared.bmpegf.colon259","shared.bmpegf.colon","KLK15"
"shared.bmpegf.colon260","shared.bmpegf.colon","KPNA4"
"shared.bmpegf.colon261","shared.bmpegf.colon","KRR1"
"shared.bmpegf.colon262","shared.bmpegf.colon","LAPTM4A"
"shared.bmpegf.colon263","shared.bmpegf.colon","LARS"
"shared.bmpegf.colon264","shared.bmpegf.colon","LEFTY1"
"shared.bmpegf.colon265","shared.bmpegf.colon","LIFR"
"shared.bmpegf.colon266","shared.bmpegf.colon","LIMD1"
"shared.bmpegf.colon267","shared.bmpegf.colon","LIMK2"
"shared.bmpegf.colon268","shared.bmpegf.colon","LINC00341"
"shared.bmpegf.colon269","shared.bmpegf.colon","LINC00482"
"shared.bmpegf.colon270","shared.bmpegf.colon","LINC00515"
"shared.bmpegf.colon271","shared.bmpegf.colon","LINC00657"
"shared.bmpegf.colon272","shared.bmpegf.colon","LINC01006"
"shared.bmpegf.colon273","shared.bmpegf.colon","LMAN2L"
"shared.bmpegf.colon274","shared.bmpegf.colon","LOC100129550"
"shared.bmpegf.colon275","shared.bmpegf.colon","LOC100507351"
"shared.bmpegf.colon276","shared.bmpegf.colon","LOC101929374"
"shared.bmpegf.colon277","shared.bmpegf.colon","LOC101929524"
"shared.bmpegf.colon278","shared.bmpegf.colon","LOC105372441"
"shared.bmpegf.colon279","shared.bmpegf.colon","LOC731424"
"shared.bmpegf.colon280","shared.bmpegf.colon","LOC93622"
"shared.bmpegf.colon281","shared.bmpegf.colon","LRCH2"
"shared.bmpegf.colon282","shared.bmpegf.colon","LRRC37A4P"
"shared.bmpegf.colon283","shared.bmpegf.colon","LRRC58"
"shared.bmpegf.colon284","shared.bmpegf.colon","LUZP6"
"shared.bmpegf.colon285","shared.bmpegf.colon","LYST"
"shared.bmpegf.colon286","shared.bmpegf.colon","MAFA"
"shared.bmpegf.colon287","shared.bmpegf.colon","MAGEF1"
"shared.bmpegf.colon288","shared.bmpegf.colon","MAGT1"
"shared.bmpegf.colon289","shared.bmpegf.colon","MAL2"
"shared.bmpegf.colon290","shared.bmpegf.colon","MAP3K7"
"shared.bmpegf.colon291","shared.bmpegf.colon","MARCKS"
"shared.bmpegf.colon292","shared.bmpegf.colon","MATR3,SNHG4"
"shared.bmpegf.colon293","shared.bmpegf.colon","MBNL2"
"shared.bmpegf.colon294","shared.bmpegf.colon","MBNL3"
"shared.bmpegf.colon295","shared.bmpegf.colon","MBOAT2"
"shared.bmpegf.colon296","shared.bmpegf.colon","MBTPS2"
"shared.bmpegf.colon297","shared.bmpegf.colon","MDN1"
"shared.bmpegf.colon298","shared.bmpegf.colon","MECOM"
"shared.bmpegf.colon299","shared.bmpegf.colon","METTL8"
"shared.bmpegf.colon300","shared.bmpegf.colon","MFAP3L"
"shared.bmpegf.colon301","shared.bmpegf.colon","MFSD4"
"shared.bmpegf.colon302","shared.bmpegf.colon","MFSD6L"
"shared.bmpegf.colon303","shared.bmpegf.colon","MIB1"
"shared.bmpegf.colon304","shared.bmpegf.colon","MIER1"
"shared.bmpegf.colon305","shared.bmpegf.colon","MIOS"
"shared.bmpegf.colon306","shared.bmpegf.colon","MIR1244-4,PTMA"
"shared.bmpegf.colon307","shared.bmpegf.colon","MIR4680,PDCD4"
"shared.bmpegf.colon308","shared.bmpegf.colon","MIR6824,SLC26A6"
"shared.bmpegf.colon309","shared.bmpegf.colon","MLF1"
"shared.bmpegf.colon310","shared.bmpegf.colon","MLLT3"
"shared.bmpegf.colon311","shared.bmpegf.colon","MLXIP"
"shared.bmpegf.colon312","shared.bmpegf.colon","MMGT1"
"shared.bmpegf.colon313","shared.bmpegf.colon","MOB1B"
"shared.bmpegf.colon314","shared.bmpegf.colon","MON2"
"shared.bmpegf.colon315","shared.bmpegf.colon","MORF4L1"
"shared.bmpegf.colon316","shared.bmpegf.colon","MPZL1"
"shared.bmpegf.colon317","shared.bmpegf.colon","MREG"
"shared.bmpegf.colon318","shared.bmpegf.colon","MRPL1"
"shared.bmpegf.colon319","shared.bmpegf.colon","MRPS6,SLC5A3"
"shared.bmpegf.colon320","shared.bmpegf.colon","MTHFD2"
"shared.bmpegf.colon321","shared.bmpegf.colon","MTMR6"
"shared.bmpegf.colon322","shared.bmpegf.colon","MTSS1"
"shared.bmpegf.colon323","shared.bmpegf.colon","MTURN"
"shared.bmpegf.colon324","shared.bmpegf.colon","MUC1"
"shared.bmpegf.colon325","shared.bmpegf.colon","MUC12"
"shared.bmpegf.colon326","shared.bmpegf.colon","MYO3A"
"shared.bmpegf.colon327","shared.bmpegf.colon","MYO5C"
"shared.bmpegf.colon328","shared.bmpegf.colon","NAA15"
"shared.bmpegf.colon329","shared.bmpegf.colon","NAA50"
"shared.bmpegf.colon330","shared.bmpegf.colon","NAP1L1"
"shared.bmpegf.colon331","shared.bmpegf.colon","NBPF10,NBPF12,NBPF20,NBPF25P,NBPF8,NBPF9"
"shared.bmpegf.colon332","shared.bmpegf.colon","NCBP1"
"shared.bmpegf.colon333","shared.bmpegf.colon","NCOA3"
"shared.bmpegf.colon334","shared.bmpegf.colon","NDC1"
"shared.bmpegf.colon335","shared.bmpegf.colon","NEK1"
"shared.bmpegf.colon336","shared.bmpegf.colon","NEURL1B"
"shared.bmpegf.colon337","shared.bmpegf.colon","NFIA"
"shared.bmpegf.colon338","shared.bmpegf.colon","NFYB"
"shared.bmpegf.colon339","shared.bmpegf.colon","NIFK-AS1"
"shared.bmpegf.colon340","shared.bmpegf.colon","NKIRAS1"
"shared.bmpegf.colon341","shared.bmpegf.colon","NOL11"
"shared.bmpegf.colon342","shared.bmpegf.colon","NOL9"
"shared.bmpegf.colon343","shared.bmpegf.colon","NOTCH1"
"shared.bmpegf.colon344","shared.bmpegf.colon","NPAS1"
"shared.bmpegf.colon345","shared.bmpegf.colon","NRXN1"
"shared.bmpegf.colon346","shared.bmpegf.colon","NSF,NSFP1"
"shared.bmpegf.colon347","shared.bmpegf.colon","NT5C2"
"shared.bmpegf.colon348","shared.bmpegf.colon","NT5DC3"
"shared.bmpegf.colon349","shared.bmpegf.colon","NUBPL"
"shared.bmpegf.colon350","shared.bmpegf.colon","NUCKS1"
"shared.bmpegf.colon351","shared.bmpegf.colon","NUDT4"
"shared.bmpegf.colon352","shared.bmpegf.colon","NUP133"
"shared.bmpegf.colon353","shared.bmpegf.colon","NUP205"
"shared.bmpegf.colon354","shared.bmpegf.colon","NUS1"
"shared.bmpegf.colon355","shared.bmpegf.colon","NXPE1"
"shared.bmpegf.colon356","shared.bmpegf.colon","NXPE4"
"shared.bmpegf.colon357","shared.bmpegf.colon","OPHN1"
"shared.bmpegf.colon358","shared.bmpegf.colon","ORC5"
"shared.bmpegf.colon359","shared.bmpegf.colon","PARM1"
"shared.bmpegf.colon360","shared.bmpegf.colon","PBRM1"
"shared.bmpegf.colon361","shared.bmpegf.colon","PCM1"
"shared.bmpegf.colon362","shared.bmpegf.colon","PDE3B"
"shared.bmpegf.colon363","shared.bmpegf.colon","PDE4D"
"shared.bmpegf.colon364","shared.bmpegf.colon","PDS5A"
"shared.bmpegf.colon365","shared.bmpegf.colon","PDS5B"
"shared.bmpegf.colon366","shared.bmpegf.colon","PEAK1"
"shared.bmpegf.colon367","shared.bmpegf.colon","PGBD5"
"shared.bmpegf.colon368","shared.bmpegf.colon","PGGT1B"
"shared.bmpegf.colon369","shared.bmpegf.colon","PGM2L1"
"shared.bmpegf.colon370","shared.bmpegf.colon","PHC3"
"shared.bmpegf.colon371","shared.bmpegf.colon","PHF14"
"shared.bmpegf.colon372","shared.bmpegf.colon","PHF20"
"shared.bmpegf.colon373","shared.bmpegf.colon","PHF6"
"shared.bmpegf.colon374","shared.bmpegf.colon","PHIP"
"shared.bmpegf.colon375","shared.bmpegf.colon","PHTF2"
"shared.bmpegf.colon376","shared.bmpegf.colon","PIAS2"
"shared.bmpegf.colon377","shared.bmpegf.colon","PIBF1"
"shared.bmpegf.colon378","shared.bmpegf.colon","PIGN"
"shared.bmpegf.colon379","shared.bmpegf.colon","PIGX"
"shared.bmpegf.colon380","shared.bmpegf.colon","PIK3R3"
"shared.bmpegf.colon381","shared.bmpegf.colon","PIKFYVE"
"shared.bmpegf.colon382","shared.bmpegf.colon","PITHD1"
"shared.bmpegf.colon383","shared.bmpegf.colon","PJA2"
"shared.bmpegf.colon384","shared.bmpegf.colon","PKI55"
"shared.bmpegf.colon385","shared.bmpegf.colon","PKIB"
"shared.bmpegf.colon386","shared.bmpegf.colon","PKNOX1"
"shared.bmpegf.colon387","shared.bmpegf.colon","PLEKHF2"
"shared.bmpegf.colon388","shared.bmpegf.colon","PLXNA2"
"shared.bmpegf.colon389","shared.bmpegf.colon","POF1B"
"shared.bmpegf.colon390","shared.bmpegf.colon","POLR1E"
"shared.bmpegf.colon391","shared.bmpegf.colon","POT1"
"shared.bmpegf.colon392","shared.bmpegf.colon","POU2F1"
"shared.bmpegf.colon393","shared.bmpegf.colon","PP14571"
"shared.bmpegf.colon394","shared.bmpegf.colon","PPIC"
"shared.bmpegf.colon395","shared.bmpegf.colon","PPIP5K2"
"shared.bmpegf.colon396","shared.bmpegf.colon","PPM1B"
"shared.bmpegf.colon397","shared.bmpegf.colon","PPM1K"
"shared.bmpegf.colon398","shared.bmpegf.colon","PPP1R3B"
"shared.bmpegf.colon399","shared.bmpegf.colon","PPP2R5C"
"shared.bmpegf.colon400","shared.bmpegf.colon","PPP3CA"
"shared.bmpegf.colon401","shared.bmpegf.colon","PRKACB"
"shared.bmpegf.colon402","shared.bmpegf.colon","PRKDC"
"shared.bmpegf.colon403","shared.bmpegf.colon","PRKG1"
"shared.bmpegf.colon404","shared.bmpegf.colon","PRKRIR"
"shared.bmpegf.colon405","shared.bmpegf.colon","PRPS2"
"shared.bmpegf.colon406","shared.bmpegf.colon","PRRT3-AS1"
"shared.bmpegf.colon407","shared.bmpegf.colon","PSME4"
"shared.bmpegf.colon408","shared.bmpegf.colon","PTAR1"
"shared.bmpegf.colon409","shared.bmpegf.colon","PTEN"
"shared.bmpegf.colon410","shared.bmpegf.colon","PTGDR"
"shared.bmpegf.colon411","shared.bmpegf.colon","PTPN14"
"shared.bmpegf.colon412","shared.bmpegf.colon","PUM1"
"shared.bmpegf.colon413","shared.bmpegf.colon","PURB"
"shared.bmpegf.colon414","shared.bmpegf.colon","PWWP2A"
"shared.bmpegf.colon415","shared.bmpegf.colon","PYGB"
"shared.bmpegf.colon416","shared.bmpegf.colon","PYGO1"
"shared.bmpegf.colon417","shared.bmpegf.colon","PYURF"
"shared.bmpegf.colon418","shared.bmpegf.colon","QPCT"
"shared.bmpegf.colon419","shared.bmpegf.colon","RAB11FIP2"
"shared.bmpegf.colon420","shared.bmpegf.colon","RAB3B"
"shared.bmpegf.colon421","shared.bmpegf.colon","RAB40B"
"shared.bmpegf.colon422","shared.bmpegf.colon","RABEP1"
"shared.bmpegf.colon423","shared.bmpegf.colon","RABGAP1"
"shared.bmpegf.colon424","shared.bmpegf.colon","RALGAPA1,RALGAPA1P"
"shared.bmpegf.colon425","shared.bmpegf.colon","RANBP2"
"shared.bmpegf.colon426","shared.bmpegf.colon","RAP1GDS1"
"shared.bmpegf.colon427","shared.bmpegf.colon","RAP2A"
"shared.bmpegf.colon428","shared.bmpegf.colon","RAP2B"
"shared.bmpegf.colon429","shared.bmpegf.colon","RAPGEF6"
"shared.bmpegf.colon430","shared.bmpegf.colon","RASA2"
"shared.bmpegf.colon431","shared.bmpegf.colon","RASEF"
"shared.bmpegf.colon432","shared.bmpegf.colon","RBFOX2"
"shared.bmpegf.colon433","shared.bmpegf.colon","RBM7"
"shared.bmpegf.colon434","shared.bmpegf.colon","RBMS3"
"shared.bmpegf.colon435","shared.bmpegf.colon","RBPJ"
"shared.bmpegf.colon436","shared.bmpegf.colon","RBPMS-AS1"
"shared.bmpegf.colon437","shared.bmpegf.colon","RBSN"
"shared.bmpegf.colon438","shared.bmpegf.colon","RBX1"
"shared.bmpegf.colon439","shared.bmpegf.colon","RCC2"
"shared.bmpegf.colon440","shared.bmpegf.colon","RDX"
"shared.bmpegf.colon441","shared.bmpegf.colon","REXO2"
"shared.bmpegf.colon442","shared.bmpegf.colon","RGL3"
"shared.bmpegf.colon443","shared.bmpegf.colon","RIF1"
"shared.bmpegf.colon444","shared.bmpegf.colon","RIMKLA"
"shared.bmpegf.colon445","shared.bmpegf.colon","RLIM"
"shared.bmpegf.colon446","shared.bmpegf.colon","RND3"
"shared.bmpegf.colon447","shared.bmpegf.colon","RNF139"
"shared.bmpegf.colon448","shared.bmpegf.colon","RNF144A"
"shared.bmpegf.colon449","shared.bmpegf.colon","RNF145"
"shared.bmpegf.colon450","shared.bmpegf.colon","RNF223"
"shared.bmpegf.colon451","shared.bmpegf.colon","RNMT"
"shared.bmpegf.colon452","shared.bmpegf.colon","RSL24D1"
"shared.bmpegf.colon453","shared.bmpegf.colon","RXFP4"
"shared.bmpegf.colon454","shared.bmpegf.colon","SAMD13"
"shared.bmpegf.colon455","shared.bmpegf.colon","SAR1A"
"shared.bmpegf.colon456","shared.bmpegf.colon","SARAF"
"shared.bmpegf.colon457","shared.bmpegf.colon","SATB2"
"shared.bmpegf.colon458","shared.bmpegf.colon","SATB2-AS1"
"shared.bmpegf.colon459","shared.bmpegf.colon","SBNO1"
"shared.bmpegf.colon460","shared.bmpegf.colon","SCAI"
"shared.bmpegf.colon461","shared.bmpegf.colon","SCFD1"
"shared.bmpegf.colon462","shared.bmpegf.colon","SDC4"
"shared.bmpegf.colon463","shared.bmpegf.colon","SEC22A"
"shared.bmpegf.colon464","shared.bmpegf.colon","SEC23IP"
"shared.bmpegf.colon465","shared.bmpegf.colon","SEC62"
"shared.bmpegf.colon466","shared.bmpegf.colon","SECISBP2L"
"shared.bmpegf.colon467","shared.bmpegf.colon","SEL1L"
"shared.bmpegf.colon468","shared.bmpegf.colon","SEMA3C"
"shared.bmpegf.colon469","shared.bmpegf.colon","SEMA3D"
"shared.bmpegf.colon470","shared.bmpegf.colon","SEMA5A"
"shared.bmpegf.colon471","shared.bmpegf.colon","SEPT11"
"shared.bmpegf.colon472","shared.bmpegf.colon","SEPT7"
"shared.bmpegf.colon473","shared.bmpegf.colon","SERBP1"
"shared.bmpegf.colon474","shared.bmpegf.colon","SERINC5"
"shared.bmpegf.colon475","shared.bmpegf.colon","SERTAD2"
"shared.bmpegf.colon476","shared.bmpegf.colon","SESN1"
"shared.bmpegf.colon477","shared.bmpegf.colon","SESN3"
"shared.bmpegf.colon478","shared.bmpegf.colon","SETX"
"shared.bmpegf.colon479","shared.bmpegf.colon","SH3PXD2A-AS1"
"shared.bmpegf.colon480","shared.bmpegf.colon","SHOC2"
"shared.bmpegf.colon481","shared.bmpegf.colon","SHROOM4"
"shared.bmpegf.colon482","shared.bmpegf.colon","SIPA1L2"
"shared.bmpegf.colon483","shared.bmpegf.colon","SLC10A7"
"shared.bmpegf.colon484","shared.bmpegf.colon","SLC15A2"
"shared.bmpegf.colon485","shared.bmpegf.colon","SLC16A9"
"shared.bmpegf.colon486","shared.bmpegf.colon","SLC19A2"
"shared.bmpegf.colon487","shared.bmpegf.colon","SLC1A3"
"shared.bmpegf.colon488","shared.bmpegf.colon","SLC22A15"
"shared.bmpegf.colon489","shared.bmpegf.colon","SLC25A12"
"shared.bmpegf.colon490","shared.bmpegf.colon","SLC25A30"
"shared.bmpegf.colon491","shared.bmpegf.colon","SLC2A10"
"shared.bmpegf.colon492","shared.bmpegf.colon","SLC30A6"
"shared.bmpegf.colon493","shared.bmpegf.colon","SLC35A1"
"shared.bmpegf.colon494","shared.bmpegf.colon","SLC37A3"
"shared.bmpegf.colon495","shared.bmpegf.colon","SLC38A2"
"shared.bmpegf.colon496","shared.bmpegf.colon","SLC38A6"
"shared.bmpegf.colon497","shared.bmpegf.colon","SLC39A8"
"shared.bmpegf.colon498","shared.bmpegf.colon","SLC44A1"
"shared.bmpegf.colon499","shared.bmpegf.colon","SLC7A2"
"shared.bmpegf.colon500","shared.bmpegf.colon","SLC9A2"
"shared.bmpegf.colon501","shared.bmpegf.colon","SMAD5"
"shared.bmpegf.colon502","shared.bmpegf.colon","SMARCA5"
"shared.bmpegf.colon503","shared.bmpegf.colon","SMC6"
"shared.bmpegf.colon504","shared.bmpegf.colon","SMG1"
"shared.bmpegf.colon505","shared.bmpegf.colon","SMIM14"
"shared.bmpegf.colon506","shared.bmpegf.colon","SNRPE"
"shared.bmpegf.colon507","shared.bmpegf.colon","SNX13"
"shared.bmpegf.colon508","shared.bmpegf.colon","SOCS5"
"shared.bmpegf.colon509","shared.bmpegf.colon","SORBS2"
"shared.bmpegf.colon510","shared.bmpegf.colon","SPAG1"
"shared.bmpegf.colon511","shared.bmpegf.colon","SPIN2B"
"shared.bmpegf.colon512","shared.bmpegf.colon","SPIRE1"
"shared.bmpegf.colon513","shared.bmpegf.colon","SPTAN1"
"shared.bmpegf.colon514","shared.bmpegf.colon","SPTSSA"
"shared.bmpegf.colon515","shared.bmpegf.colon","SRSF12"
"shared.bmpegf.colon516","shared.bmpegf.colon","SSB"
"shared.bmpegf.colon517","shared.bmpegf.colon","SSR1"
"shared.bmpegf.colon518","shared.bmpegf.colon","SSR3"
"shared.bmpegf.colon519","shared.bmpegf.colon","ST6GAL2"
"shared.bmpegf.colon520","shared.bmpegf.colon","ST7L"
"shared.bmpegf.colon521","shared.bmpegf.colon","STAB2"
"shared.bmpegf.colon522","shared.bmpegf.colon","STAG1"
"shared.bmpegf.colon523","shared.bmpegf.colon","STMND1"
"shared.bmpegf.colon524","shared.bmpegf.colon","STRN3"
"shared.bmpegf.colon525","shared.bmpegf.colon","STS"
"shared.bmpegf.colon526","shared.bmpegf.colon","STX19"
"shared.bmpegf.colon527","shared.bmpegf.colon","STX6"
"shared.bmpegf.colon528","shared.bmpegf.colon","SUMF1"
"shared.bmpegf.colon529","shared.bmpegf.colon","SUPT16H"
"shared.bmpegf.colon530","shared.bmpegf.colon","SUV39H2"
"shared.bmpegf.colon531","shared.bmpegf.colon","SYT7"
"shared.bmpegf.colon532","shared.bmpegf.colon","SYTL2"
"shared.bmpegf.colon533","shared.bmpegf.colon","SYTL4"
"shared.bmpegf.colon534","shared.bmpegf.colon","TACC1"
"shared.bmpegf.colon535","shared.bmpegf.colon","TAF9B"
"shared.bmpegf.colon536","shared.bmpegf.colon","TAOK1"
"shared.bmpegf.colon537","shared.bmpegf.colon","TBL1X"
"shared.bmpegf.colon538","shared.bmpegf.colon","TCAM1P"
"shared.bmpegf.colon539","shared.bmpegf.colon","TDGF1"
"shared.bmpegf.colon540","shared.bmpegf.colon","TEAD1"
"shared.bmpegf.colon541","shared.bmpegf.colon","TFCP2L1"
"shared.bmpegf.colon542","shared.bmpegf.colon","TFRC"
"shared.bmpegf.colon543","shared.bmpegf.colon","TGFBR1"
"shared.bmpegf.colon544","shared.bmpegf.colon","THADA"
"shared.bmpegf.colon545","shared.bmpegf.colon","TICAM2,TMED7,TMED7-TICAM2"
"shared.bmpegf.colon546","shared.bmpegf.colon","TINCR"
"shared.bmpegf.colon547","shared.bmpegf.colon","TLK1"
"shared.bmpegf.colon548","shared.bmpegf.colon","TLN2"
"shared.bmpegf.colon549","shared.bmpegf.colon","TMCC1-AS1"
"shared.bmpegf.colon550","shared.bmpegf.colon","TMED10"
"shared.bmpegf.colon551","shared.bmpegf.colon","TMED9"
"shared.bmpegf.colon552","shared.bmpegf.colon","TMEM106B"
"shared.bmpegf.colon553","shared.bmpegf.colon","TMEM123"
"shared.bmpegf.colon554","shared.bmpegf.colon","TMEM159"
"shared.bmpegf.colon555","shared.bmpegf.colon","TMEM194A"
"shared.bmpegf.colon556","shared.bmpegf.colon","TMEM194B"
"shared.bmpegf.colon557","shared.bmpegf.colon","TMEM2"
"shared.bmpegf.colon558","shared.bmpegf.colon","TMEM44"
"shared.bmpegf.colon559","shared.bmpegf.colon","TMEM45A"
"shared.bmpegf.colon560","shared.bmpegf.colon","TMEM87A"
"shared.bmpegf.colon561","shared.bmpegf.colon","TMX1"
"shared.bmpegf.colon562","shared.bmpegf.colon","TNFRSF10D"
"shared.bmpegf.colon563","shared.bmpegf.colon","TNKS"
"shared.bmpegf.colon564","shared.bmpegf.colon","TNRC6C"
"shared.bmpegf.colon565","shared.bmpegf.colon","TOP2B"
"shared.bmpegf.colon566","shared.bmpegf.colon","TP53BP1"
"shared.bmpegf.colon567","shared.bmpegf.colon","TP53INP1"
"shared.bmpegf.colon568","shared.bmpegf.colon","TRABD2A"
"shared.bmpegf.colon569","shared.bmpegf.colon","TRIM23"
"shared.bmpegf.colon570","shared.bmpegf.colon","TRIM37"
"shared.bmpegf.colon571","shared.bmpegf.colon","TRIP12"
"shared.bmpegf.colon572","shared.bmpegf.colon","TRMT5"
"shared.bmpegf.colon573","shared.bmpegf.colon","TROVE2"
"shared.bmpegf.colon574","shared.bmpegf.colon","TSN"
"shared.bmpegf.colon575","shared.bmpegf.colon","TSPAN5"
"shared.bmpegf.colon576","shared.bmpegf.colon","TSPAN6"
"shared.bmpegf.colon577","shared.bmpegf.colon","TSPYL4"
"shared.bmpegf.colon578","shared.bmpegf.colon","TTC28"
"shared.bmpegf.colon579","shared.bmpegf.colon","TTC3"
"shared.bmpegf.colon580","shared.bmpegf.colon","TTL"
"shared.bmpegf.colon581","shared.bmpegf.colon","TTPA"
"shared.bmpegf.colon582","shared.bmpegf.colon","TTPAL"
"shared.bmpegf.colon583","shared.bmpegf.colon","TWISTNB"
"shared.bmpegf.colon584","shared.bmpegf.colon","TWSG1"
"shared.bmpegf.colon585","shared.bmpegf.colon","TXNDC15"
"shared.bmpegf.colon586","shared.bmpegf.colon","UBE2D1"
"shared.bmpegf.colon587","shared.bmpegf.colon","UBE2Q2"
"shared.bmpegf.colon588","shared.bmpegf.colon","UBR5"
"shared.bmpegf.colon589","shared.bmpegf.colon","UGGT1"
"shared.bmpegf.colon590","shared.bmpegf.colon","UGGT2"
"shared.bmpegf.colon591","shared.bmpegf.colon","UNC5C"
"shared.bmpegf.colon592","shared.bmpegf.colon","USP13"
"shared.bmpegf.colon593","shared.bmpegf.colon","USP24"
"shared.bmpegf.colon594","shared.bmpegf.colon","USP34"
"shared.bmpegf.colon595","shared.bmpegf.colon","USP47"
"shared.bmpegf.colon596","shared.bmpegf.colon","USP53"
"shared.bmpegf.colon597","shared.bmpegf.colon","UXS1"
"shared.bmpegf.colon598","shared.bmpegf.colon","VANGL1"
"shared.bmpegf.colon599","shared.bmpegf.colon","VKORC1L1"
"shared.bmpegf.colon600","shared.bmpegf.colon","VOPP1"
"shared.bmpegf.colon601","shared.bmpegf.colon","VPS13B"
"shared.bmpegf.colon602","shared.bmpegf.colon","VPS13C"
"shared.bmpegf.colon603","shared.bmpegf.colon","WAC-AS1"
"shared.bmpegf.colon604","shared.bmpegf.colon","WBP5"
"shared.bmpegf.colon605","shared.bmpegf.colon","WDFY1"
"shared.bmpegf.colon606","shared.bmpegf.colon","WDHD1"
"shared.bmpegf.colon607","shared.bmpegf.colon","WDR36"
"shared.bmpegf.colon608","shared.bmpegf.colon","WDR7"
"shared.bmpegf.colon609","shared.bmpegf.colon","WDR78"
"shared.bmpegf.colon610","shared.bmpegf.colon","WDR89"
"shared.bmpegf.colon611","shared.bmpegf.colon","WNK4"
"shared.bmpegf.colon612","shared.bmpegf.colon","XIAP"
"shared.bmpegf.colon613","shared.bmpegf.colon","XPNPEP3"
"shared.bmpegf.colon614","shared.bmpegf.colon","XPO4"
"shared.bmpegf.colon615","shared.bmpegf.colon","YTHDF3"
"shared.bmpegf.colon616","shared.bmpegf.colon","ZBTB10"
"shared.bmpegf.colon617","shared.bmpegf.colon","ZBTB7C"
"shared.bmpegf.colon618","shared.bmpegf.colon","ZDHHC7"
"shared.bmpegf.colon619","shared.bmpegf.colon","ZFHX3"
"shared.bmpegf.colon620","shared.bmpegf.colon","ZFP90"
"shared.bmpegf.colon621","shared.bmpegf.colon","ZFX"
"shared.bmpegf.colon622","shared.bmpegf.colon","ZMAT2"
"shared.bmpegf.colon623","shared.bmpegf.colon","ZMPSTE24"
"shared.bmpegf.colon624","shared.bmpegf.colon","ZMYM4"
"shared.bmpegf.colon625","shared.bmpegf.colon","ZNF148"
"shared.bmpegf.colon626","shared.bmpegf.colon","ZNF260"
"shared.bmpegf.colon627","shared.bmpegf.colon","ZNF264"
"shared.bmpegf.colon628","shared.bmpegf.colon","ZNF320"
"shared.bmpegf.colon629","shared.bmpegf.colon","ZNF555"
"shared.bmpegf.colon630","shared.bmpegf.colon","ZNF644"
"shared.bmpegf.colon631","shared.bmpegf.colon","ZNF652"
"shared.bmpegf.colon632","shared.bmpegf.colon","ZNF678"
"shared.bmpegf.colon633","shared.bmpegf.colon","ZNF69"
"shared.bmpegf.colon634","shared.bmpegf.colon","ZNF704"
"shared.bmpegf.colon635","shared.bmpegf.colon","ZNF709"
"shared.bmpegf.colon636","shared.bmpegf.colon","ZNF766"
"shared.bmpegf.colon637","shared.bmpegf.colon","ZNF780B"
"shared.bmpegf.colon638","shared.bmpegf.colon","ZNF81"
"shared.bmpegf.colon639","shared.bmpegf.colon","ZYG11B"
