"","gene_short_name","Noggin-TXP_2","Noggin-TXP_1","Noggin-TXP_0","BMP-TXP_0","BMP-TXP_2","BMP-TXP_1","adult-SI_3","adult-SI_2","adult-SI_0","adult-SI_1","adult-SI_4","adult-colon_2","adult-colon_1","adult-colon_0","EGF-TXP_0","EGF-TXP_1","EGF-TXP_2"
"ACKR3","ACKR3",389.159,250.979,255.838,212.666,259.439,111.779,184.455,397.827,467.892,363.722,185.344,175.03,466.408,173.964,286.817,233.147,234.496
"ACKR4","ACKR4",131.987,80.5381,52.3304,20.6155,37.3435,13.9724,367.742,408.579,267.984,169.597,308.906,4.94435,20.1069,18.9314,190.951,142.844,143.498
"ACLY","ACLY",933.437,685.51,670.605,864.768,957.173,882.006,1916.93,1384.33,1881.29,1449.98,1732.82,1158.46,1118.98,2094.22,1042.83,1229.77,965.984
"ACMSD","ACMSD",63.9527,29.9677,184.126,52.0814,131.685,19.212,7.00461,0,0,0,5.88393,1.23609,0,6.1399,254.861,305.39,199.497
"ACO1","ACO1",964.733,1271.75,858.606,601.106,796.007,709.098,1609.89,1102.09,1590.62,1044.91,1528.84,738.686,648.267,980.849,952.418,1292.16,717.488
"ACO2","ACO2",1533.5,1674.44,1907.15,1051.39,1334.54,990.292,3077.36,2844.82,3657.77,3047.84,3262.64,1710.5,1283.25,1264.82,2317.14,2835.53,2197.96
"ACOT1","ACOT1",185.055,146.092,143.424,122.608,85.497,110.032,60.7066,17.0241,20.5311,206.74,75.5104,36.8354,11.4896,31.7228,237.715,188.817,318.495
"ACOT11","ACOT11",412.291,550.656,583.387,240.876,347.884,249.756,716.805,497.284,626.738,536.823,704.11,291.717,188.322,234.851,713.924,763.476,594.99
"ACOT12","ACOT12",0,0,0,1.08503,0,1.74655,0,10.7521,11.8864,9.11057,5.88393,0,0,1.02332,0.779393,0,3.49994
"ACOT13","ACOT13",311.599,339.009,341.117,516.473,473.673,929.163,267.343,202.498,272.307,206.039,240.26,468.725,318.479,490.68,534.664,510.626,647.489
"ACOT2","ACOT2",429.98,333.39,408.953,380.845,312.506,254.996,252.166,145.153,155.604,225.662,272.622,193.077,142.184,228.2,610.265,531.97,643.989
"ACOT4","ACOT4",34.0174,52.4434,36.8251,31.4658,40.2917,36.6775,52.5346,22.4002,36.7398,31.5366,33.3423,33.8688,26.3903,35.8161,52.9987,87.0198,45.4993
"ACOT6","ACOT6",2.72139,0,0,0,0,1.74655,0,0.896007,0,0,2.94196,1.48331,1.61573,1.53497,0.779393,1.64188,0
"ACOT7","ACOT7",733.415,713.605,1213.29,691.163,646.632,770.227,457.635,706.054,609.448,582.376,643.31,261.309,289.216,309.042,2061.49,1577.85,2600.46
"ACOT8","ACOT8",344.256,509.45,655.099,369.995,354.763,457.595,163.441,179.201,209.633,147.872,248.106,165.389,119.026,144.799,532.325,610.781,734.988
"ACOT9","ACOT9",250.368,256.598,290.725,290.788,180.821,260.236,260.338,240.13,229.083,229.166,249.086,222.001,335.713,228.2,217.451,239.715,164.497
"ACOX1","ACOX1",927.994,928.998,684.172,518.644,687.907,590.333,3178.93,2747.16,2449.68,2560.07,3135.15,1333,1052.38,1254.59,427.887,681.382,304.495
"ACOX2","ACOX2",449.029,485.102,323.673,299.468,386.211,232.291,403.933,288.514,693.734,395.959,591.335,118.912,111.485,140.194,713.145,587.794,710.488
"ACOX3","ACOX3",216.35,250.979,430.272,179.03,191.631,179.894,166.943,125.441,172.893,207.441,192.208,151.544,123.873,165.266,258.758,311.958,262.496
"ACOXL","ACOXL",0,3.74596,1.93816,4.34011,0,6.98619,2.33487,0,0,0,3.92262,8.15818,3.59051,13.8148,3.11757,0,6.99989
"ACP1","ACP1",719.808,655.543,558.191,876.703,819.592,735.296,776.344,775.942,902.286,716.231,945.351,872.431,765.857,893.355,894.743,843.928,720.988
"ACP2","ACP2",1408.32,1631.36,2009.88,855.002,890.348,752.762,799.693,463.236,640.785,477.954,743.336,362.668,413.268,345.881,1598.53,1676.36,1511.98
"ACP5","ACP5",751.104,346.501,705.492,268.002,652.529,207.839,346.728,341.379,356.592,347.603,367.746,378.737,1042.33,246.619,729.512,507.342,853.986
"ACP6","ACP6",87.0845,140.473,131.795,189.88,133.65,234.037,75.8833,86.0167,76.7213,89.7041,138.272,70.457,89.7629,105.402,215.892,210.161,227.496
"ACPP","ACPP",2.72139,5.61894,0,7.5952,18.6718,10.4793,80.553,51.0724,50.7874,58.8683,57.8586,110.753,50.8058,165.777,9.35272,16.4188,3.49994
"ACPT","ACPT",1.36069,0,0,0,0.982724,0,0,0,0,0,0,0,0,0,0.779393,0,3.49994
"ACR","ACR",5.44278,1.87298,3.87633,7.5952,8.84452,15.7189,0,0.896007,2.16116,0,0.980655,8.65262,4.84719,10.7448,7.01454,1.64188,6.99989
"ACRBP","ACRBP",6.80347,3.74596,17.4435,10.8503,14.7409,10.4793,95.7297,111.105,99.4136,59.5691,101.988,15.0803,18.3116,34.2811,17.926,13.1351,10.4998
"ACRC","ACRC",16.3283,31.8406,17.4435,18.4455,34.3953,19.212,21.0138,20.6082,25.934,19.6228,11.7679,10.8776,10.4125,16.8847,2.33818,9.8513,0
"ACRV1","ACRV1",0,3.74596,0,0,2.94817,5.23964,0,0,0,0,1.96131,0.741653,0,0,3.11757,0,0
"ACSBG1","ACSBG1",6.80347,5.61894,19.3816,11.9353,11.7927,1.74655,14.0092,17.0241,4.32233,11.9138,1.96131,8.15818,7.36055,8.18653,3.89696,3.28377,3.49994
"ACSBG2","ACSBG2",0,1.87298,0,3.25508,2.94817,5.23964,0,0,4.32233,4.20488,0.980655,1.23609,0.359051,1.02332,1.55879,1.64188,0
"ACSF2","ACSF2",1061.34,1312.96,2114.54,1113.24,1231.35,1046.18,499.662,380.803,523.002,347.603,435.411,432.384,176.653,192.895,1714.66,1868.46,1504.98
"ACSF3","ACSF3",455.833,644.305,920.628,509.963,398.003,497.766,329.217,192.642,379.284,302.751,415.798,214.585,170.729,208.245,808.23,797.955,930.985
"ACSL1","ACSL1",100.691,28.0947,71.7121,67.2718,57.9807,89.0739,1459.29,281.346,632.141,435.205,476.598,329.541,448.994,1175.28,202.642,154.337,122.498
"ACSL3","ACSL3",194.579,106.76,73.6502,130.203,201.458,178.148,1049.52,603.909,681.847,550.138,622.716,1162.17,719.18,2003.14,190.172,216.729,125.998
"ACSL4","ACSL4",72.1168,67.4272,31.0106,54.2514,65.8425,47.1568,942.12,738.31,566.225,716.932,519.747,529.293,1121.5,631.386,15.5879,31.1958,34.9994
"ACSL5","ACSL5",5146.15,6615.36,3568.16,1041.63,2137.42,1781.48,10602.6,15042.2,15176.8,11777.9,11336.4,3617.78,2329.53,2704.62,4526.71,6285.13,3237.45
"ACSL6","ACSL6",13.6069,1.87298,9.69082,5.42514,7.86179,15.7189,273.18,191.746,300.402,149.273,261.835,29.6661,25.3131,9.7215,8.57332,24.6283,10.4998
"ACSM1","ACSM1",0,0,3.87633,5.42514,2.94817,5.23964,11.6744,13.4401,7.56408,10.5122,4.90327,3.95548,12.7463,39.9093,5.45575,4.92565,0
"ACSM2A","ACSM2A",4.08208,0,0,0,0,0,2.33487,0,0,2.10244,0,3.95548,0.359051,11.2565,1.55879,1.64188,0
"ACSM2B","ACSM2B",5.44278,11.2379,11.629,0,0.982724,0,0,0,0,0,0.980655,2.47218,1.07715,18.9314,21.0436,19.7026,10.4998
"ACSM3","ACSM3",78.9203,16.8568,67.8357,85.7172,159.201,141.47,108.571,155.905,115.622,135.958,94.1429,364.646,457.072,635.479,105.218,88.6617,69.9989
"ACSM4","ACSM4",0,0,0,0,0,0,0,1.79201,1.08058,0.700813,0,1.23609,0.179526,0,0,0,0
"ACSM5","ACSM5",0,0,0,5.42514,0,0,19.8464,15.2321,11.8864,30.8358,14.7098,16.8108,31.5965,10.7448,0,0,0
"ACSM6","ACSM6",0,9.36489,0,0,0,0,0,0.896007,0,0,0,0,0,0,0,0,0
"ACSS1","ACSS1",1036.85,1414.1,1304.38,948.315,1210.72,1021.73,1413.76,1098.5,1919.11,1286.69,1510.21,638.069,560.659,902.565,748.997,797.955,605.49
"ACSS2","ACSS2",721.168,957.092,1238.49,1178.34,1211.7,1624.29,3131.06,1647.76,2143.88,1711.39,2181.96,1477.62,938.381,1966.81,1000.74,1219.92,1046.48
"ACSS3","ACSS3",34.0174,56.1894,1.93816,13.0203,14.7409,22.7051,15.1767,32.2563,23.7728,45.5528,18.6324,40.5437,48.1129,40.421,25.72,22.9864,20.9997
"ACTA1","ACTA1",103.413,52.4434,147.3,245.216,163.132,372.015,0,0,0,2.80325,1.96131,4.69713,0.359051,2.04663,193.289,159.263,479.492
"ACTA2","ACTA2",37093.9,31179.5,44223.1,45534.3,27762,60807.8,2180.77,3811.61,1714.88,4054.2,2911.56,3621,4233.76,5642.57,38487.2,40818.9,71962.3
"ACTA2-AS1","ACTA2-AS1",91.1666,129.236,91.0937,130.203,61.9116,176.401,24.5161,29.5682,30.2563,37.8439,16.6711,18.2941,23.8769,20.978,26.4994,18.0607,24.4996
"ACTB","ACTB",50240.9,55782.9,77949.1,58644.7,39682.4,72534.1,19798.5,28138.2,22062.2,29796.5,24560.5,21747.7,28698.3,19970,37823.9,49561.9,49415.7
"ACTBL2","ACTBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTC1","ACTC1",59.8706,71.1732,75.5884,3729.24,213.251,5202.96,10.5069,1.79201,0,2.80325,3.92262,2.71939,3.05194,28.6529,118.468,113.29,342.994
"ACTG1","ACTG1",28669.8,26418.4,30192.7,33844.2,32313.9,31165.4,13164,17292,17501.1,17976.6,21048.8,19857.5,16053.9,15485.3,25725.4,34822.7,22413.6
"ACTG1P17","ACTG1P17",6.80347,0,3.87633,6.51017,3.9309,6.98619,0,0,4.32233,0.700813,0.980655,0.494435,0.538577,2.55829,1.55879,0,3.49994
"ACTG1P20","ACTG1P20",5.44278,0,3.87633,2.17006,1.96545,10.4793,19.8464,11.6481,15.1282,10.5122,2.94196,13.597,7.18103,8.69819,2.33818,3.28377,0
"ACTG1P4","ACTG1P4",4.08208,0,0,1.08503,0.982724,0,0,1.79201,3.24175,2.10244,3.92262,4.94435,2.87241,2.04663,0,0,0
"ACTG2","ACTG2",59510,63544.6,110293,81572.4,47923.5,110759,1705.62,4461.22,477.617,4889.57,6567.45,3059.57,2435.27,5914.77,95047.7,77659.4,170517
"ACTL10","ACTL10",38.0995,16.8568,52.3304,61.8466,36.3608,54.143,12.8418,9.85608,2.16116,6.30732,4.90327,15.8219,24.7745,18.9314,71.7041,59.1078,48.9992
"ACTL6A","ACTL6A",277.582,228.503,186.064,428.586,388.176,253.249,422.612,410.371,366.317,414.881,387.359,532.754,432.298,411.373,306.301,344.796,230.996
"ACTL6B","ACTL6B",2.72139,1.87298,3.87633,4.34011,1.96545,5.23964,4.66974,0.896007,2.16116,4.20488,0,0.494435,3.77004,0,33.5139,6.56753,3.49994
"ACTL7A","ACTL7A",0,0,0,0,0,0,0,0,0,0,1.96131,0,0.359051,0,0,0,0
"ACTL7B","ACTL7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL8","ACTL8",0,0,0,1.08503,0,5.23964,0,0,0,1.40163,0,5.68601,2.33383,9.20985,0,0,0
"ACTL9","ACTL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN1","ACTN1",4484.85,2959.31,3965.48,4050.41,3801.18,3927.98,1051.86,1592.2,705.62,1937.75,1697.51,1562.42,1964.19,1851.18,7551.54,5331.2,10604.8
"ACTN1-AS1","ACTN1-AS1",2.72139,1.87298,7.75265,0,2.94817,8.73274,0,0,0,0,0,0,0,0,1.55879,0,0
"ACTN2","ACTN2",43.5422,11.2379,62.0212,21.7006,9.82724,12.2258,2.33487,29.5682,5.40291,35.7415,5.88393,3.46105,2.51336,3.58161,7.79393,14.777,3.49994
"ACTN3","ACTN3",4.08208,0,0,2.17006,4.91362,0,0,0,0,1.40163,1.96131,0.247218,0.897629,0,0.779393,3.28377,0
"ACTN4","ACTN4",6516.37,5225.61,7196.4,4258.74,5299.83,3879.08,5789.31,5191.47,6365.71,5839.87,5581.89,5581.93,4556.18,4104.49,9712.02,8969.61,11059.8
"ACTR10","ACTR10",518.425,408.309,374.066,498.028,494.31,490.78,315.208,526.852,456.006,492.672,381.475,466.005,451.148,493.75,346.05,339.87,325.495
"ACTR1A","ACTR1A",1552.55,1884.22,2568.07,1775.11,1449.52,1851.34,958.464,989.192,832.048,891.434,904.164,802.221,917.915,860.609,1985.11,1899.66,2400.96
"ACTR1B","ACTR1B",1190.61,1009.54,1025.29,1433.32,931.622,1302.92,685.284,603.013,651.591,613.912,663.903,565.881,496.748,531.613,2042.01,1384.11,2887.45
"ACTR2","ACTR2",572.853,503.831,434.149,626.061,805.834,773.72,3762.64,4533.8,3605.9,3937.17,3399.93,5639.03,5397.8,5194.87,330.463,571.375,335.995
"ACTR3","ACTR3",736.136,623.702,461.283,688.993,889.365,705.605,2505.32,2843.93,2294.08,2258.72,2244.72,2874.65,2864.69,2965.06,463.739,770.043,398.993
"ACTR3B","ACTR3B",44.9029,33.7136,79.4647,72.6969,87.4624,62.8757,57.2043,40.3203,35.6592,39.9463,44.1295,51.4213,51.8829,31.7228,61.572,57.4659,66.4989
"ACTR3BP2","ACTR3BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP5","ACTR3BP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3C","ACTR3C",8.16417,0,0,10.8503,1.96545,5.23964,17.5115,21.5042,15.1282,9.11057,19.6131,24.4745,12.2077,19.443,7.01454,1.64188,10.4998
"ACTR5","ACTR5",129.266,119.871,141.486,110.673,118.91,148.457,89.8925,91.3927,90.7689,62.3724,77.4717,69.7154,65.3474,53.7241,98.2035,90.3036,83.9986
"ACTR6","ACTR6",58.5099,67.4272,38.7633,62.9316,82.5488,38.424,298.863,244.61,270.146,256.498,280.467,229.665,236.076,252.247,49.1018,54.1822,24.4996
"ACTR8","ACTR8",91.1666,147.965,219.012,139.969,172.959,150.203,183.287,193.538,148.04,188.519,192.208,236.834,239.667,287.552,116.909,147.77,136.498
"ACTRT1","ACTRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT2","ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779393,0,0
"ACTRT3","ACTRT3",35.3781,11.2379,21.3198,31.4658,27.5163,22.7051,19.8464,14.3361,10.8058,19.6228,15.6905,9.39427,12.0282,9.7215,28.0581,59.1078,41.9993
"ACVR1","ACVR1",191.858,142.346,153.115,166.009,196.545,172.908,288.357,278.658,259.34,278.924,305.964,213.843,318.658,291.133,231.48,261.059,237.996
"ACVR1B","ACVR1B",801.449,481.356,412.829,627.146,829.419,515.231,954.962,684.55,996.297,883.024,1036.55,1443.5,700.868,1223.37,1429.41,1242.91,1214.48
"ACVR1C","ACVR1C",39.4602,35.5866,3.87633,15.1904,57.9807,12.2258,233.487,146.049,315.53,140.863,252.028,179.233,104.663,246.108,11.6909,34.4796,6.99989
"ACVR2A","ACVR2A",167.365,97.3949,85.2792,145.394,171.977,130.991,268.51,345.859,330.658,270.514,265.757,175.772,147.032,232.293,57.6751,111.648,45.4993
"ACVR2B","ACVR2B",84.3631,86.157,73.6502,91.1424,86.4797,85.5808,107.404,82.4327,122.106,122.642,99.0461,185.66,115.435,182.15,36.6315,67.3172,48.9992
"ACVR2B-AS1","ACVR2B-AS1",16.3283,16.8568,21.3198,9.76525,6.87907,13.9724,8.17205,10.7521,20.5311,9.81138,14.7098,12.6081,5.02672,9.20985,20.2642,11.4932,6.99989
"ACVRL1","ACVRL1",250.368,427.039,614.398,866.938,437.312,812.144,311.705,351.235,245.292,391.054,228.493,1499.37,1203.72,1548.79,282.92,159.263,423.493
"ACY3","ACY3",942.962,1112.55,841.163,185.54,231.923,85.5808,544.025,414.851,786.664,281.026,708.033,19.283,33.9304,181.127,1531.51,1279.03,1581.97
"ACYP1","ACYP1",77.5596,82.4111,50.3923,87.8873,71.7389,96.0601,28.0184,34.9443,23.7728,37.8439,30.4003,63.5349,35.9051,46.5609,45.2048,42.689,31.4995
"ACYP2","ACYP2",54.4278,95.5219,34.8869,55.3364,54.0498,69.8619,36.1905,42.1123,34.5786,58.1675,42.1682,61.5572,45.7791,68.5622,102.88,91.9455,122.498
"ADA","ADA",360.584,168.568,891.555,220.261,79.6007,66.3688,7381.69,78.8486,738.038,67.278,5304.36,28.1828,87.429,24.0479,1790.27,2149.23,1266.98
"ADAD1","ADAD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD2","ADAD2",0,0,0,0,0.982724,0,0,1.79201,0,0,1.96131,0.741653,0.359051,0,0,0,0
"ADAL","ADAL",115.659,74.9192,85.2792,99.8226,82.5488,124.005,91.06,65.4085,118.864,98.8146,131.408,111.99,99.2777,102.843,86.5126,65.6753,97.9984
"ADAM10","ADAM10",204.104,222.884,125.981,271.257,332.161,317.872,1323.87,1176.46,1310.75,1099.58,997.326,1570.08,1527.76,1848.11,77.1599,185.533,73.4988
"ADAM11","ADAM11",27.2139,48.6975,25.1961,79.2071,65.8425,62.8757,3.50231,11.6481,11.8864,2.80325,16.6711,3.70826,2.51336,6.65156,37.4109,36.1214,87.4986
"ADAM12","ADAM12",20.4104,93.6489,36.8251,75.952,41.2744,143.217,3.50231,11.6481,11.8864,19.6228,17.6518,28.6772,59.064,63.4456,46.7636,27.912,27.9995
"ADAM15","ADAM15",585.099,736.081,1170.65,1296.61,417.658,792.932,700.461,601.221,628.899,739.358,703.13,886.028,1015.22,1128.72,886.949,758.55,1315.98
"ADAM17","ADAM17",57.1492,46.8245,44.5778,52.0814,56.0153,57.6361,267.343,235.65,200.988,237.576,212.802,266.501,272.52,278.342,40.5284,41.0471,34.9994
"ADAM18","ADAM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM19","ADAM19",767.432,427.039,476.788,673.803,493.328,597.319,326.882,340.483,209.633,441.512,304.984,349.318,416.679,315.181,581.427,625.558,752.488
"ADAM1A","ADAM1A",40.8208,50.5704,46.5159,37.976,45.2053,45.4102,128.418,78.8486,163.168,92.5073,85.317,66.5015,35.7256,64.4689,17.1466,19.7026,0
"ADAM2","ADAM2",0,0,0,3.25508,0.982724,8.73274,0,0.896007,0,0,0,0,0,0,0,0,0
"ADAM20","ADAM20",0,0,0,0,0.982724,3.49309,2.33487,0,0,0,0,0.494435,0.718103,0,0.779393,0,0
"ADAM20P1","ADAM20P1",12.2463,9.36489,0,1.08503,1.96545,10.4793,1.16744,0,0,0.700813,0,1.23609,1.07715,0.511658,0.779393,0,0
"ADAM21","ADAM21",0,0,0,3.25508,0.982724,0,0,0,0,0.700813,0,1.73052,1.07715,0,0.779393,0,0
"ADAM21P1","ADAM21P1",0,0,0,0,0,0,0,0,0,0,0,0,0.179526,0,0,0,0
"ADAM22","ADAM22",17.689,39.3326,27.1343,82.4622,94.3415,108.286,44.3625,57.3445,71.3184,88.3024,16.6711,139.431,94.4305,158.102,21.0436,44.3309,48.9992
"ADAM23","ADAM23",29.9353,56.1894,25.1961,64.0167,58.9634,50.6499,31.5208,84.2247,35.6592,97.413,56.878,53.8934,136.799,63.9573,55.3369,50.8984,69.9989
"ADAM28","ADAM28",146.955,172.314,108.537,155.159,128.737,59.3826,309.37,205.186,194.505,325.878,155.924,428.181,590.101,285.505,201.863,198.668,160.997
"ADAM29","ADAM29",0,0,0,0,0,0,0,0,1.08058,0,0,0,0.359051,0,0,0,0
"ADAM30","ADAM30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM32","ADAM32",2.72139,0,3.87633,4.34011,3.9309,3.49309,2.33487,12.5441,12.967,2.10244,6.86458,5.19157,11.8487,29.1645,3.11757,0,3.49994
"ADAM33","ADAM33",1598.82,1444.07,1988.56,1039.46,775.369,871.527,212.473,413.955,205.311,372.833,267.719,194.807,196.222,196.477,1165.19,461.369,2029.97
"ADAM3A","ADAM3A",0,0,0,0,0,0,0,0.896007,0,0,0,0,0,0,0,0,0
"ADAM5","ADAM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM6","ADAM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7","ADAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8","ADAM8",40.8208,59.9353,60.0831,67.2718,38.3262,47.1568,134.255,119.169,184.78,170.298,136.311,75.6486,133.926,45.5376,44.4254,37.7633,115.498
"ADAM9","ADAM9",274.86,245.36,125.981,250.642,287.938,185.134,1727.8,1471.24,1259.96,1351.87,1252.3,1611.12,1973.71,2998.83,185.496,279.12,199.497
"ADAMDEC1","ADAMDEC1",3253.42,1754.98,1453.62,378.675,860.866,89.0739,5204.43,9571.15,6572.1,9621.46,3143,6055.6,5157.41,2827.42,1310.16,451.518,500.492
"ADAMTS1","ADAMTS1",270.778,198.536,209.322,231.111,176.89,209.586,319.877,1530.38,379.284,1795.48,407.952,1509.02,2630.41,1906.95,183.157,136.276,227.496
"ADAMTS10","ADAMTS10",385.077,425.166,441.901,466.562,277.128,249.756,35.0231,68.0965,50.7874,56.7659,33.3423,59.3322,73.426,48.6075,343.712,141.202,587.99
"ADAMTS12","ADAMTS12",32.6567,33.7136,23.258,24.9557,26.5336,33.1844,12.8418,25.9842,9.72524,17.5203,26.4777,16.0691,26.0312,37.8627,62.3514,44.3309,94.4985
"ADAMTS13","ADAMTS13",310.238,447.642,470.974,252.812,264.353,137.977,85.2228,52.8644,87.5272,53.2618,104.93,53.8934,41.2909,36.3277,261.097,208.519,255.496
"ADAMTS14","ADAMTS14",175.53,280.947,143.424,262.577,211.286,218.318,87.5576,178.305,81.0437,131.753,78.4524,43.2631,88.1471,79.8187,213.554,93.5874,318.495
"ADAMTS15","ADAMTS15",76.1989,69.3002,319.797,189.88,458.932,179.894,32.6882,41.2163,17.2893,83.3967,23.5357,104.079,217.406,127.915,163.673,198.668,136.498
"ADAMTS16","ADAMTS16",12.2463,63.6813,23.258,50.9963,20.6372,71.6084,0,17.0241,7.56408,7.70894,3.92262,2.47218,22.7998,1.53497,16.3673,8.20942,10.4998
"ADAMTS17","ADAMTS17",68.0347,31.8406,21.3198,55.3364,51.1017,29.6913,23.3487,30.4642,22.6922,16.1187,38.2455,26.4523,14.7211,49.1192,42.0872,41.0471,38.4994
"ADAMTS18","ADAMTS18",2.72139,7.49192,0,1.08503,1.96545,0,5.83718,3.58403,12.967,2.80325,1.96131,2.71939,2.51336,11.7681,3.11757,1.64188,0
"ADAMTS19","ADAMTS19",40.8208,93.6489,3.87633,47.7412,25.5508,59.3826,9.33948,14.3361,2.16116,2.80325,11.7679,14.5858,12.3873,12.2798,42.0872,29.5539,55.9991
"ADAMTS19-AS1","ADAMTS19-AS1",9.52486,3.74596,0,2.17006,2.94817,0,0,0.896007,0,0,1.96131,0.494435,0.718103,0,6.23514,3.28377,10.4998
"ADAMTS2","ADAMTS2",726.611,619.956,598.893,666.207,451.07,768.481,150.599,202.498,101.575,139.462,95.1235,110.506,266.775,267.597,533.884,405.545,766.487
"ADAMTS20","ADAMTS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0.511658,0,0,0
"ADAMTS3","ADAMTS3",17.689,5.61894,11.629,20.6155,4.91362,13.9724,9.33948,11.6481,0,6.30732,3.92262,12.3609,26.2108,28.1412,8.57332,9.8513,13.9998
"ADAMTS4","ADAMTS4",51.7064,39.3326,71.7121,90.0574,36.3608,33.1844,36.1905,94.9768,29.1757,33.639,45.1101,39.0604,44.1633,186.755,35.8521,22.9864,38.4994
"ADAMTS5","ADAMTS5",123.823,119.871,112.413,120.438,106.134,76.8481,72.381,101.249,89.6883,227.063,63.7426,133.003,422.963,129.45,89.6302,93.5874,139.998
"ADAMTS6","ADAMTS6",40.8208,22.4757,13.5671,42.3161,18.6718,38.424,25.6836,12.5441,20.5311,26.6309,17.6518,12.1137,11.6692,35.8161,28.8375,27.912,20.9997
"ADAMTS7","ADAMTS7",1064.06,992.679,1587.36,1144.7,957.173,588.586,52.5346,49.2804,66.9961,63.0732,49.0327,51.6685,99.9958,51.1658,1026.46,842.286,1518.98
"ADAMTS7P1","ADAMTS7P1",0,0,0,0,0.982724,0,0,0,0,0,2.94196,0,0.179526,0,0.779393,0,0
"ADAMTS8","ADAMTS8",368.748,230.376,399.262,272.342,234.871,300.406,36.1905,32.2563,11.8864,55.3642,47.0714,73.6708,87.429,83.4003,646.896,366.14,1098.98
"ADAMTS9","ADAMTS9",296.631,264.09,288.786,301.638,191.631,195.613,98.0646,84.2247,35.6592,113.532,55.8973,117.428,292.447,294.715,185.496,190.458,241.496
"ADAMTS9-AS1","ADAMTS9-AS1",17.689,7.49192,13.5671,20.6155,14.7409,85.5808,3.50231,20.6082,4.32233,15.4179,9.80655,26.4523,25.1336,35.3044,3.89696,4.92565,13.9998
"ADAMTS9-AS2","ADAMTS9-AS2",2.72139,0,0,1.08503,0,0,8.17205,11.6481,6.48349,18.922,12.7485,22.2496,15.6187,9.7215,4.67636,6.56753,0
"ADAMTSL1","ADAMTSL1",63.9527,22.4757,65.8976,106.333,103.186,80.3412,114.409,94.0808,62.6738,193.424,123.563,191.594,129.618,170.894,75.6011,98.513,94.4985
"ADAMTSL2","ADAMTSL2",73.4775,20.6028,108.537,43.4011,52.0844,38.424,33.8556,21.5042,39.9815,44.852,34.3229,37.0826,31.417,19.443,167.569,95.2292,335.995
"ADAMTSL3","ADAMTSL3",92.5273,26.2217,32.9488,52.0814,44.2226,54.143,74.7159,153.217,57.2709,149.273,156.905,194.56,192.631,206.71,85.7332,54.1822,108.498
"ADAMTSL4","ADAMTSL4",391.88,372.723,348.869,287.533,243.716,302.153,92.2274,257.154,101.575,250.19,145.137,258.342,443.608,176.522,364.756,242.999,486.492
"ADAMTSL4-AS1,MCL1","ADAMTSL4-AS1,MCL1",1756.66,2137.07,1647.44,1340.01,1526.17,1458.37,4254.13,4998.82,3286.05,4920.41,4232.51,4374.76,5612.51,5448.65,636.764,1331.57,570.491
"ADAMTSL5","ADAMTSL5",171.448,247.233,203.507,101.993,116.944,130.991,85.2228,101.249,116.703,100.917,93.1622,22.4968,29.2627,23.5363,215.892,223.296,251.996
"ADAP1","ADAP1",718.447,942.108,1015.6,869.108,844.16,1046.18,393.426,418.435,401.977,435.205,430.507,687.265,617.568,546.963,1264.18,1254.4,2089.47
"ADAP2","ADAP2",4.08208,1.87298,21.3198,85.7172,6.87907,24.4517,137.757,105.729,91.8495,170.998,96.1042,112.978,278.624,93.1218,6.23514,13.1351,34.9994
"ADAR","ADAR",2032.88,2228.84,1907.15,1687.22,1957.59,1805.93,3379.73,3459.48,3369.26,3216.73,3065.53,2602.21,3216.92,2596.15,1555.67,2228.04,1518.98
"ADARB1","ADARB1",183.694,147.965,253.899,283.192,288.921,337.084,170.446,155.009,163.168,173.101,135.33,183.683,266.596,117.681,183.937,185.533,300.995
"ADARB2","ADARB2",12.2463,9.36489,17.4435,8.68023,9.82724,0,16.3441,4.48004,18.3699,8.40976,11.7679,9.14705,2.51336,6.1399,16.3673,4.92565,20.9997
"ADARB2-AS1","ADARB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"ADAT1","ADAT1",42.1815,31.8406,50.3923,56.4215,32.4299,47.1568,192.627,125.441,124.267,124.745,146.118,171.075,237.513,167.824,52.2193,54.1822,34.9994
"ADAT2","ADAT2",91.1666,99.2679,104.661,94.3975,122.841,104.793,245.161,137.985,176.135,167.494,198.092,153.522,151.34,126.891,21.823,27.912,6.99989
